"snr","tuning","T_sample","method","n_cells","avg_rank_frob","avg_rank_rmfe","avg_rank_hamming","avg_rank_F1","avg_rank_off_hamming","avg_rank_off_F1"
1,"cv",1000,"L-Th",18,4.88888888888889,5.44444444444444,2.05555555555556,2.05555555555556,2.05555555555556,2.05555555555556
1,"cv",1000,"L-Ref",18,8.5,8.77777777777778,8,8,8,8
1,"cv",1000,"L-Rlx",18,6.77777777777778,6.44444444444444,8,8,8,8
1,"cv",1000,"L-Des",18,10.6666666666667,10.3333333333333,10.5,10.5,10.5,10.5
1,"cv",1000,"A",18,2.52777777777778,2.91666666666667,3.63888888888889,3.63888888888889,3.63888888888889,3.63888888888889
1,"cv",1000,"A-Th",18,2.02777777777778,2.86111111111111,2.22222222222222,2.22222222222222,2.22222222222222,2.22222222222222
1,"cv",1000,"A-Ref",18,3.66666666666667,2.88888888888889,3.63888888888889,3.63888888888889,3.63888888888889,3.63888888888889
1,"cv",1000,"A-Rlx",18,1.88888888888889,2.11111111111111,3.63888888888889,3.63888888888889,3.63888888888889,3.63888888888889
1,"cv",1000,"A-Des",18,9.66666666666667,9.55555555555556,10.5,10.5,10.5,10.5
1,"cv",1000,"ScL",18,9.05555555555556,9.05555555555556,5.80555555555556,5.80555555555556,5.80555555555556,5.80555555555556
1,"cv",2000,"L",18,6.44444444444444,6.33333333333333,8,8,8,8
1,"cv",2000,"L-Th",18,5.16666666666667,5.22222222222222,3.02777777777778,3.02777777777778,3.02777777777778,3.02777777777778
1,"cv",2000,"L-Ref",18,8.33333333333333,8.5,8,8,8,8
1,"cv",2000,"L-Rlx",18,6.61111111111111,6.27777777777778,8,8,8,8
1,"cv",2000,"L-Des",18,10.6666666666667,10.3888888888889,10.5,10.5,10.5,10.5
1,"cv",2000,"A",18,2.22222222222222,2.66666666666667,3.16666666666667,3.16666666666667,3.16666666666667,3.16666666666667
