"snr","tuning","d","method","n_cells","avg_rank_frob","avg_rank_rmfe","avg_rank_hamming","avg_rank_F1","avg_rank_off_hamming","avg_rank_off_F1"
1,"cv",25,"A-Ref",18,4.88888888888889,4.5,4.02777777777778,3.91666666666667,4.02777777777778,3.94444444444444
1,"cv",25,"A-Rlx",18,3.05555555555556,2.44444444444444,4.02777777777778,3.91666666666667,4.02777777777778,3.94444444444444
1,"cv",25,"A-Des",18,9.88888888888889,9.83333333333333,10.5,10.5,10.5,10.5
1,"cv",25,"ScL",18,8.94444444444444,9,4.61111111111111,4.88888888888889,4.61111111111111,4.83333333333333
1,"cv",30,"L",18,4.5,4.55555555555556,8,7.61111111111111,8,7.61111111111111
1,"cv",30,"L-Th",18,5.27777777777778,5.88888888888889,2,2.38888888888889,2,2.61111111111111
1,"cv",30,"L-Ref",18,8.38888888888889,8.27777777777778,8,7.61111111111111,8,7.61111111111111
1,"cv",30,"L-Rlx",18,5.66666666666667,5.77777777777778,8,7.61111111111111,8,7.61111111111111
1,"cv",30,"L-Des",18,10.5555555555556,10.4444444444444,10.5,10.5,10.5,10.4444444444444
1,"cv",30,"A",18,2.80555555555556,2.19444444444444,4.02777777777778,4.19444444444444,4.02777777777778,4.13888888888889
1,"cv",30,"A-Th",18,2.30555555555556,2.47222222222222,2.30555555555556,2.47222222222222,2.30555555555556,2.63888888888889
1,"cv",30,"A-Ref",18,5.05555555555556,4.72222222222222,4.02777777777778,4.19444444444444,4.02777777777778,4.13888888888889
1,"cv",30,"A-Rlx",18,2.88888888888889,2.83333333333333,4.02777777777778,4.19444444444444,4.02777777777778,4.13888888888889
1,"cv",30,"A-Des",18,9.88888888888889,9.88888888888889,10.5,10.5,10.5,10.4444444444444
1,"cv",30,"ScL",18,8.66666666666667,8.94444444444444,4.61111111111111,4.72222222222222,4.61111111111111,4.61111111111111
2,"theory",5,"L",18,7.05555555555556,6.11111111111111,6.19444444444444,6.11111111111111,6.19444444444444,6.11111111111111
2,"theory",5,"L-Th",18,6.27777777777778,5.94444444444444,2.30555555555556,2.30555555555556,2.30555555555556,2.30555555555556
2,"theory",5,"L-Ref",18,1.83333333333333,2.38888888888889,6.19444444444444,6.11111111111111,6.19444444444444,6.11111111111111
2,"theory",5,"L-Rlx",18,2.27777777777778,2.94444444444444,6.19444444444444,6.11111111111111,6.19444444444444,6.11111111111111
2,"theory",5,"L-Des",18,5.05555555555556,5.16666666666667,10.5,10.2222222222222,10.5,9.83333333333333
2,"theory",5,"A",18,10.25,10.2222222222222,4.13888888888889,4.25,4.13888888888889,4.47222222222222
2,"theory",5,"A-Th",18,10.75,10.7777777777778,5.16666666666667,5.61111111111111,5.16666666666667,5.72222222222222
2,"theory",5,"A-Ref",18,4.11111111111111,5.05555555555556,4.13888888888889,4.25,4.13888888888889,4.47222222222222
2,"theory",5,"A-Rlx",18,9,8.33333333333333,4.13888888888889,4.25,4.13888888888889,4.47222222222222
2,"theory",5,"A-Des",18,5.05555555555556,5.05555555555556,10.5,10.2222222222222,10.5,9.83333333333333
2,"theory",5,"ScL",18,4.33333333333333,4,6.52777777777778,6.55555555555556,6.52777777777778,6.55555555555556
2,"theory",10,"L",18,6.33333333333333,5.44444444444444,5.75,5.52777777777778,5.75,5.47222222222222
2,"theory",10,"L-Th",18,5.88888888888889,5.72222222222222,2.19444444444444,2.36111111111111,2.19444444444444,2.36111111111111
2,"theory",10,"L-Ref",18,1.83333333333333,2.16666666666667,5.75,5.52777777777778,5.75,5.47222222222222
2,"theory",10,"L-Rlx",18,2.05555555555556,2.11111111111111,5.75,5.52777777777778,5.75,5.47222222222222
2,"theory",10,"L-Des",18,5.66666666666667,5.83333333333333,10.5,10.2222222222222,10.5,9.5
2,"theory",10,"A",18,10.1388888888889,10.1388888888889,4.55555555555556,4.83333333333333,4.55555555555556,5.16666666666667
2,"theory",10,"A-Th",18,10.8611111111111,10.8611111111111,6.22222222222222,6.47222222222222,6.22222222222222,7.13888888888889
2,"theory",10,"A-Ref",18,5.38888888888889,5.38888888888889,4.55555555555556,4.83333333333333,4.55555555555556,5.16666666666667
2,"theory",10,"A-Rlx",18,8.44444444444444,8.44444444444444,4.55555555555556,4.83333333333333,4.55555555555556,5.16666666666667
2,"theory",10,"A-Des",18,5.33333333333333,5.94444444444444,10.5,10.2222222222222,10.5,9.5
2,"theory",10,"ScL",18,4.05555555555556,3.94444444444444,5.66666666666667,5.63888888888889,5.66666666666667,5.58333333333333
2,"theory",15,"L",18,5.38888888888889,5.16666666666667,5.80555555555556,5.44444444444444,5.80555555555556,5.44444444444444
2,"theory",15,"L-Th",18,5.5,5.83333333333333,2.25,2.33333333333333,2.25,2.38888888888889
2,"theory",15,"L-Ref",18,1.72222222222222,1.72222222222222,5.80555555555556,5.44444444444444,5.80555555555556,5.44444444444444
2,"theory",15,"L-Rlx",18,2.05555555555556,1.88888888888889,5.80555555555556,5.44444444444444,5.80555555555556,5.44444444444444
2,"theory",15,"L-Des",18,5.94444444444444,5.94444444444444,10.5,10.2222222222222,10.5,9.44444444444444
2,"theory",15,"A",18,10.1111111111111,10.0555555555556,4.58333333333333,5.08333333333333,4.58333333333333,5.41666666666667
2,"theory",15,"A-Th",18,10.8888888888889,10.8888888888889,6.52777777777778,6.80555555555556,6.52777777777778,7.36111111111111
2,"theory",15,"A-Ref",18,5.44444444444444,5.61111111111111,4.58333333333333,5.08333333333333,4.58333333333333,5.41666666666667
2,"theory",15,"A-Rlx",18,8.61111111111111,8.66666666666667,4.58333333333333,5.08333333333333,4.58333333333333,5.41666666666667
2,"theory",15,"A-Des",18,5.72222222222222,5.72222222222222,10.5,10.2222222222222,10.5,9.44444444444444
2,"theory",15,"ScL",18,4.61111111111111,4.5,5.05555555555556,4.83333333333333,5.05555555555556,4.77777777777778
2,"theory",20,"L",18,4.88888888888889,4.61111111111111,4.88888888888889,4.88888888888889,4.88888888888889,4.83333333333333
2,"theory",20,"L-Th",18,5.11111111111111,5.5,2.05555555555556,2.22222222222222,2.05555555555556,2.22222222222222
2,"theory",20,"L-Ref",18,1.16666666666667,1.38888888888889,4.88888888888889,4.88888888888889,4.88888888888889,4.83333333333333
2,"theory",20,"L-Rlx",18,2.05555555555556,1.83333333333333,4.88888888888889,4.88888888888889,4.88888888888889,4.83333333333333
